7939,7.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:08:38
7940,7.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:09:37
7941,7.75,13.75,179.6.8.120,ROLIN-01,2025-04-09 18:10:37
7942,7.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:11:38
7943,7.25,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:12:38
7944,8.00,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:13:38
7945,7.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:14:38
7946,7.25,13.00,179.6.8.120,ROLIN-01,2025-04-09 18:15:37
7947,7.50,13.00,179.6.8.120,ROLIN-01,2025-04-09 18:16:37
7948,7.25,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:17:37
7949,7.75,12.75,179.6.8.120,ROLIN-01,2025-04-09 18:18:37
7950,7.50,12.75,179.6.8.120,ROLIN-01,2025-04-09 18:19:37
7951,7.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:21:37
7952,8.25,12.75,179.6.8.120,ROLIN-01,2025-04-09 18:22:37
7953,8.00,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:23:37
7954,8.00,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:24:38
7955,8.00,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:25:38
7956,7.75,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:26:38
7957,7.75,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:27:38
7958,8.25,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:28:38
7959,7.75,13.00,179.6.8.120,ROLIN-01,2025-04-09 18:29:38
7960,8.00,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:30:37
7961,8.00,13.75,179.6.8.120,ROLIN-01,2025-04-09 18:31:37
7962,8.00,13.75,179.6.8.120,ROLIN-01,2025-04-09 18:32:37
7963,8.00,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:33:37
7964,7.75,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:34:37
7965,8.00,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:35:37
7966,7.75,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:36:36
7967,8.00,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:37:36
7968,8.25,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:38:36
7969,8.00,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:39:36
7970,8.50,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:40:36
7971,8.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:41:35
7972,8.00,13.00,179.6.8.120,ROLIN-01,2025-04-09 18:42:35
7973,8.00,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:43:35
7974,8.25,13.00,179.6.8.120,ROLIN-01,2025-04-09 18:44:35
7975,8.50,13.00,179.6.8.120,ROLIN-01,2025-04-09 18:45:35
7976,8.25,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:46:34
7977,7.75,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:47:35
7978,8.25,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:48:35
7979,8.00,13.75,179.6.8.120,ROLIN-01,2025-04-09 18:49:35
7980,8.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:50:35
7981,8.00,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:51:35
7982,8.50,13.00,179.6.8.120,ROLIN-01,2025-04-09 18:52:36
7983,8.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:53:36
7984,8.25,13.00,179.6.8.120,ROLIN-01,2025-04-09 18:54:36
7985,8.25,13.75,179.6.8.120,ROLIN-01,2025-04-09 18:55:36
7986,8.00,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:56:35
7987,8.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:57:35
7988,8.25,13.75,179.6.8.120,ROLIN-01,2025-04-09 18:58:35
7989,8.75,12.75,179.6.8.120,ROLIN-01,2025-04-09 18:59:35
7990,8.25,13.50,179.6.8.120,ROLIN-01,2025-04-09 19:00:35
7991,8.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 19:01:34
7992,9.00,13.00,179.6.8.120,ROLIN-01,2025-04-09 19:02:35
7993,9.00,13.50,179.6.8.120,ROLIN-01,2025-04-09 19:03:35
7994,8.25,13.25,179.6.8.120,ROLIN-01,2025-04-09 19:04:34
7995,8.25,13.00,179.6.8.120,ROLIN-01,2025-04-09 19:05:34
7996,8.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 19:06:35
7997,8.25,13.50,179.6.8.120,ROLIN-01,2025-04-09 19:07:35
7998,9.00,13.00,179.6.8.120,ROLIN-01,2025-04-09 19:08:36
7999,8.75,13.00,179.6.8.120,ROLIN-01,2025-04-09 19:09:35
8000,8.25,13.25,179.6.8.120,ROLIN-01,2025-04-09 19:10:35
8001,8.25,13.00,179.6.8.120,ROLIN-01,2025-04-09 19:11:35
8002,8.25,13.00,179.6.8.120,ROLIN-01,2025-04-09 19:12:35
8003,8.50,12.75,179.6.8.120,ROLIN-01,2025-04-09 19:13:35
8004,8.50,12.25,179.6.8.120,ROLIN-01,2025-04-09 19:14:35
8005,8.00,12.75,179.6.8.120,ROLIN-01,2025-04-09 19:15:35
8006,8.25,12.50,179.6.8.120,ROLIN-01,2025-04-09 19:16:35
8007,7.75,12.25,179.6.8.120,ROLIN-01,2025-04-09 19:17:34
8008,7.00,11.25,179.6.8.120,ROLIN-01,2025-04-09 19:18:34
8009,7.25,10.75,179.6.8.120,ROLIN-01,2025-04-09 19:19:34
8010,6.25,10.00,179.6.8.120,ROLIN-01,2025-04-09 19:20:34
8011,6.00,8.75,179.6.8.120,ROLIN-01,2025-04-09 19:21:34
8012,6.50,9.25,179.6.8.120,ROLIN-01,2025-04-09 19:22:34
8013,6.50,9.25,179.6.8.120,ROLIN-01,2025-04-09 19:23:33
8014,5.50,8.50,179.6.8.120,ROLIN-01,2025-04-09 19:24:33
8015,6.00,8.50,179.6.8.120,ROLIN-01,2025-04-09 19:25:33
8016,5.75,9.75,179.6.8.120,ROLIN-01,2025-04-09 19:26:33
8017,6.00,9.75,179.6.8.120,ROLIN-01,2025-04-09 19:27:33
8018,6.25,9.75,179.6.8.120,ROLIN-01,2025-04-09 19:28:33
8019,6.00,9.75,179.6.8.120,ROLIN-01,2025-04-09 19:29:33
8020,6.25,10.25,179.6.8.120,ROLIN-01,2025-04-09 19:30:33
8021,6.75,10.25,179.6.8.120,ROLIN-01,2025-04-09 19:31:33
8022,6.75,10.00,179.6.8.120,ROLIN-01,2025-04-09 19:32:32
8023,6.75,10.25,179.6.8.120,ROLIN-01,2025-04-09 19:33:32
8024,6.50,10.25,179.6.8.120,ROLIN-01,2025-04-09 19:34:32
8025,7.00,10.25,179.6.8.120,ROLIN-01,2025-04-09 19:35:32
8026,7.00,10.25,179.6.8.120,ROLIN-01,2025-04-09 19:36:32
8027,6.75,10.00,179.6.8.120,ROLIN-01,2025-04-09 19:37:32
8028,6.50,9.75,179.6.8.120,ROLIN-01,2025-04-09 19:38:31
8029,6.75,9.75,179.6.8.120,ROLIN-01,2025-04-09 19:39:32
8030,6.75,9.25,179.6.8.120,ROLIN-01,2025-04-09 19:40:32
8031,6.75,9.25,179.6.8.120,ROLIN-01,2025-04-09 19:42:32
8032,6.25,9.25,179.6.8.120,ROLIN-01,2025-04-09 19:43:32
8033,6.75,9.50,179.6.8.120,ROLIN-01,2025-04-09 19:44:32
